protocol,problem,algorithm,mean,std,ci95_low,ci95_high
severe_t10_n20,df8,FITO,0.04079010249490973,0.0034628059851759822,0.03916945940721025,0.04241074558260922
severe_t10_n20,df8,KGB-DMOEA,0.1142031589861068,0.01474718710507805,0.10730126296676021,0.1211050550054534
severe_t10_n20,df8,MDDM-DMOEA,0.0625619874243865,0.005690778507031169,0.05989862109935107,0.06522535374942193
severe_t10_n20,df8,NSGA-II,0.06797883873879008,0.006161301711748872,0.06509526077539192,0.07086241670218828
severe_t10_n20,df8,PPS-DMOEA,0.06432699145227147,0.006219511879971751,0.06141617029154485,0.06723781261299809
severe_t10_n20,df9,DNSGA-II-A,0.32109901606975955,0.03197441202021991,0.3061345306074905,0.3360635015320288
severe_t10_n20,df9,DNSGA-II-B,0.3158031542141849,0.04884259514355316,0.2929441160400664,0.3386621923883034
severe_t10_n20,df9,FITO,0.1562690060526017,0.02796575140740407,0.1431806315075784,0.16935738059762492
severe_t10_n20,df9,KGB-DMOEA,0.3939351907009213,0.06332368801569227,0.3642987924419369,0.4235715889599057
severe_t10_n20,df9,MDDM-DMOEA,0.23597639477939936,0.02761073843410013,0.22305417142034833,0.24889861813845038
severe_t10_n20,df9,NSGA-II,0.25977750880537476,0.03955261101623324,0.24126631703825438,0.2782887005724951
severe_t10_n20,df9,PPS-DMOEA,0.28142517365033176,0.037618476755424145,0.2638191845812204,0.29903116271944313
