family,protocol,problem,baseline,fito_mean,baseline_mean,mann_whitney_u,p_value,fito_better,cliffs_delta,fito_ci95_low,fito_ci95_high,baseline_ci95_low,baseline_ci95_high,holm_p_value,holm_family_size,holm_scope
dynamic_budget,severe_t10_n20,df4,KGB-DMOEA,0.38885916876710047,0.8726824008998767,2.0,9.172772711656482e-08,True,-0.99,0.34034089958527647,0.4373774379489245,0.8166003755309428,0.9287644262688106,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df4,MDDM-DMOEA,0.38885916876710047,0.7627114675333837,5.0,1.4308531251443835e-07,True,-0.975,0.34034089958527647,0.4373774379489245,0.7127433601692901,0.8126795748974773,1.2305336876241698e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df4,NSGA-II,0.38885916876710047,0.8043650547942519,3.0,1.0645689837502488e-07,True,-0.985,0.34034089958527647,0.4373774379489245,0.7491352366715838,0.85959487291692,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df4,PPS-DMOEA,0.38885916876710047,0.7681420099550752,5.0,1.4308531251443835e-07,True,-0.975,0.34034089958527647,0.4373774379489245,0.7183036556508313,0.8179803642593191,1.2305336876241698e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,DNSGA-II-A,0.06556126531512414,0.12787733073578075,0.0,6.79561512817336e-08,True,-1.0,0.06128884767195809,0.06983368295829019,0.1228888963978287,0.1328657650737328,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,DNSGA-II-B,0.06556126531512414,0.12318731679424735,0.0,6.79561512817336e-08,True,-1.0,0.06128884767195809,0.06983368295829019,0.11850004321292686,0.12787459037556786,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,KGB-DMOEA,0.06556126531512414,0.16872961592675179,0.0,6.79561512817336e-08,True,-1.0,0.06128884767195809,0.06983368295829019,0.16029057000624855,0.17716866184725502,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,MDDM-DMOEA,0.06556126531512414,0.11285132477051356,1.0,7.898033666674663e-08,True,-0.995,0.06128884767195809,0.06983368295829019,0.10599674018970899,0.11970590935131813,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,NSGA-II,0.06556126531512414,0.11015645030053996,8.0,2.2177643300922434e-07,True,-0.96,0.06128884767195809,0.06983368295829019,0.10136279377403838,0.11895010682704153,1.64114560426826e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df5,PPS-DMOEA,0.06556126531512414,0.11577647714622452,0.0,6.79561512817336e-08,True,-1.0,0.06128884767195809,0.06983368295829019,0.10861520066374096,0.12293775362870808,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df6,DNSGA-II-A,6.916646543872295,8.039222676877738,132.0,0.06786818721248442,True,-0.34,5.340872037124273,8.492421050620317,7.52331463727707,8.555130716478406,0.8944912889796246,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df6,DNSGA-II-B,6.916646543872295,8.07628676816245,124.0,0.04112359406047486,True,-0.38,5.340872037124273,8.492421050620317,7.554426651821979,8.598146884502922,0.6579775049675978,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df6,KGB-DMOEA,6.916646543872295,10.55268371364945,58.0,0.00012940533589153548,True,-0.71,5.340872037124273,8.492421050620317,10.000389253006263,11.104978174292638,0.004658592092095277,162,dynamic_budget_162_comparisons
